ImageID,Source,LabelName,Confidence,XMin,XMax,YMin,YMax,IsOccluded,IsTruncated,IsGroupOf,IsDepiction,IsInside,OriginalURL,CroppedImageURL
0009e57c20c24d4a,xclick,Grape,1,0.320833,0.8675,0.21125,0.861875,1,0,1,0,0,20192192916_da40ecff2b_o.jpg,Grape/20192192916_da40ecff2b_o_14.jpg
000aee0af66d4237,xclick,Watermelon,1,0.2475,0.79375,0.574167,0.900833,1,0,0,0,0,14484017696_71442752b3_o.jpg,Watermelon/14484017696_71442752b3_o_15.jpg
000d1976fc8ebfe7,activemil,Grapefruit,1,0.008125,0.074375,0.403211,0.483475,-1,-1,-1,-1,-1,13934884392_005cc4c92a_o.jpg,Grapefruit/13934884392_005cc4c92a_o_16.jpg
000d1976fc8ebfe7,xclick,Orange,1,0.0,0.030625,0.486308,0.565628,0,0,0,0,0,13934884392_005cc4c92a_o.jpg,Orange/13934884392_005cc4c92a_o_17.jpg
000d1976fc8ebfe7,xclick,Orange,1,0.0,0.05375,0.730878,0.83475,0,0,0,0,0,13934884392_005cc4c92a_o.jpg,Orange/13934884392_005cc4c92a_o_18.jpg
000d1976fc8ebfe7,xclick,Orange,1,0.0,0.06,0.910293,0.999056,0,0,0,0,0,13934884392_005cc4c92a_o.jpg,Orange/13934884392_005cc4c92a_o_19.jpg
000d1976fc8ebfe7,xclick,Orange,1,0.0,0.07125,0.565628,0.641171,0,0,0,0,0,13934884392_005cc4c92a_o.jpg,Orange/13934884392_005cc4c92a_o_20.jpg
000d1976fc8ebfe7,xclick,Orange,1,0.0025,0.040625,0.643059,0.7167140000000001,0,0,0,0,0,13934884392_005cc4c92a_o.jpg,Orange/13934884392_005cc4c92a_o_21.jpg
000d1976fc8ebfe7,xclick,Orange,1,0.01125,0.0725,0.397545,0.4617560000000001,0,0,0,0,0,13934884392_005cc4c92a_o.jpg,Orange/13934884392_005cc4c92a_o_22.jpg
000d1976fc8ebfe7,xclick,Orange,1,0.015,0.080625,0.27573200000000003,0.327668,0,0,0,0,0,13934884392_005cc4c92a_o.jpg,Orange/13934884392_005cc4c92a_o_23.jpg
000d1976fc8ebfe7,xclick,Orange,1,0.026875,0.10375,0.624174,0.7346550000000001,0,0,0,0,0,13934884392_005cc4c92a_o.jpg,Orange/13934884392_005cc4c92a_o_24.jpg
000d1976fc8ebfe7,xclick,Orange,1,0.033125,0.10375,0.8271950000000001,0.919736,0,0,0,0,0,13934884392_005cc4c92a_o.jpg,Orange/13934884392_005cc4c92a_o_25.jpg
000d1976fc8ebfe7,xclick,Orange,1,0.038125,0.10625,0.491974,0.602455,0,0,0,0,0,13934884392_005cc4c92a_o.jpg,Orange/13934884392_005cc4c92a_o_26.jpg
000d1976fc8ebfe7,xclick,Orange,1,0.044375,0.086875,0.463645,0.5155810000000001,0,0,0,0,0,13934884392_005cc4c92a_o.jpg,Orange/13934884392_005cc4c92a_o_27.jpg
000d1976fc8ebfe7,xclick,Orange,1,0.0575,0.12625,0.7186020000000001,0.83475,0,0,0,0,0,13934884392_005cc4c92a_o.jpg,Orange/13934884392_005cc4c92a_o_28.jpg
000d1976fc8ebfe7,xclick,Orange,1,0.0575,0.133125,0.904627,0.985836,0,0,0,0,0,13934884392_005cc4c92a_o.jpg,Orange/13934884392_005cc4c92a_o_29.jpg
000d1976fc8ebfe7,xclick,Orange,1,0.0675,0.1075,0.237016,0.294618,0,0,0,0,0,13934884392_005cc4c92a_o.jpg,Orange/13934884392_005cc4c92a_o_30.jpg
000d1976fc8ebfe7,xclick,Orange,1,0.084375,0.149375,0.556185,0.635505,0,0,0,0,0,13934884392_005cc4c92a_o.jpg,Orange/13934884392_005cc4c92a_o_31.jpg
000d1976fc8ebfe7,xclick,Orange,1,0.090625,0.134375,0.288952,0.353163,0,0,0,0,0,13934884392_005cc4c92a_o.jpg,Orange/13934884392_005cc4c92a_o_32.jpg
000d1976fc8ebfe7,xclick,Orange,1,0.098125,0.153125,0.473088,0.550519,0,0,0,0,0,13934884392_005cc4c92a_o.jpg,Orange/13934884392_005cc4c92a_o_33.jpg
000d1976fc8ebfe7,xclick,Orange,1,0.10375,0.16375,0.815864,0.91407,0,0,0,0,0,13934884392_005cc4c92a_o.jpg,Orange/13934884392_005cc4c92a_o_34.jpg
000d1976fc8ebfe7,xclick,Orange,1,0.10625,0.175,0.635505,0.724268,0,0,0,0,0,13934884392_005cc4c92a_o.jpg,Orange/13934884392_005cc4c92a_o_35.jpg
000d1976fc8ebfe7,xclick,Orange,1,0.12625,0.151875,0.254013,0.294618,0,0,0,0,0,13934884392_005cc4c92a_o.jpg,Orange/13934884392_005cc4c92a_o_36.jpg
000d1976fc8ebfe7,xclick,Orange,1,0.129375,0.180625,0.537299,0.608121,0,0,0,0,0,13934884392_005cc4c92a_o.jpg,Orange/13934884392_005cc4c92a_o_37.jpg
000d1976fc8ebfe7,xclick,Orange,1,0.136875,0.201875,0.8932959999999999,0.974504,0,0,0,0,0,13934884392_005cc4c92a_o.jpg,Orange/13934884392_005cc4c92a_o_38.jpg
000d1976fc8ebfe7,xclick,Orange,1,0.141875,0.184375,0.405099,0.478754,0,0,0,0,0,13934884392_005cc4c92a_o.jpg,Orange/13934884392_005cc4c92a_o_39.jpg
000d1976fc8ebfe7,xclick,Orange,1,0.144375,0.199375,0.699717,0.7884800000000001,0,0,0,0,0,13934884392_005cc4c92a_o.jpg,Orange/13934884392_005cc4c92a_o_40.jpg
000d1976fc8ebfe7,xclick,Orange,1,0.145625,0.183125,0.294618,0.356941,0,0,0,0,0,13934884392_005cc4c92a_o.jpg,Orange/13934884392_005cc4c92a_o_41.jpg
000d1976fc8ebfe7,xclick,Orange,1,0.1575,0.2175,0.463645,0.539188,0,0,0,0,0,13934884392_005cc4c92a_o.jpg,Orange/13934884392_005cc4c92a_o_42.jpg
000d1976fc8ebfe7,xclick,Orange,1,0.165,0.233125,0.7979229999999999,0.891407,0,0,0,0,0,13934884392_005cc4c92a_o.jpg,Orange/13934884392_005cc4c92a_o_43.jpg
000d1976fc8ebfe7,xclick,Orange,1,0.1675,0.22625,0.620397,0.705382,0,0,0,0,0,13934884392_005cc4c92a_o.jpg,Orange/13934884392_005cc4c92a_o_44.jpg
000d1976fc8ebfe7,xclick,Orange,1,0.17125,0.195625,0.259679,0.306893,0,0,0,0,0,13934884392_005cc4c92a_o.jpg,Orange/13934884392_005cc4c92a_o_45.jpg
000d1976fc8ebfe7,xclick,Orange,1,0.194375,0.23,0.31255900000000003,0.351275,0,0,0,0,0,13934884392_005cc4c92a_o.jpg,Orange/13934884392_005cc4c92a_o_46.jpg
000d1976fc8ebfe7,xclick,Orange,1,0.195625,0.255625,0.864023,0.974504,0,0,0,0,0,13934884392_005cc4c92a_o.jpg,Orange/13934884392_005cc4c92a_o_47.jpg
000d1976fc8ebfe7,xclick,Orange,1,0.199375,0.26125,0.681775,0.771483,0,0,0,0,0,13934884392_005cc4c92a_o.jpg,Orange/13934884392_005cc4c92a_o_48.jpg
000d1976fc8ebfe7,xclick,Orange,1,0.203125,0.251875,0.434372,0.480642,0,0,0,0,0,13934884392_005cc4c92a_o.jpg,Orange/13934884392_005cc4c92a_o_49.jpg
000d1976fc8ebfe7,xclick,Orange,1,0.20625,0.23,0.281398,0.305005,0,0,0,0,0,13934884392_005cc4c92a_o.jpg,Orange/13934884392_005cc4c92a_o_50.jpg
000d1976fc8ebfe7,xclick,Orange,1,0.21125,0.2575,0.554296,0.626062,0,0,0,0,0,13934884392_005cc4c92a_o.jpg,Orange/13934884392_005cc4c92a_o_51.jpg
000d1976fc8ebfe7,xclick,Orange,1,0.22125,0.2675,0.467422,0.550519,0,0,0,0,0,13934884392_005cc4c92a_o.jpg,Orange/13934884392_005cc4c92a_o_52.jpg
000d1976fc8ebfe7,xclick,Orange,1,0.225,0.283125,0.608121,0.687441,0,0,0,0,0,13934884392_005cc4c92a_o.jpg,Orange/13934884392_005cc4c92a_o_53.jpg
000d1976fc8ebfe7,xclick,Orange,1,0.22875,0.301875,0.782814,0.891407,0,0,0,0,0,13934884392_005cc4c92a_o.jpg,Orange/13934884392_005cc4c92a_o_54.jpg
000d1976fc8ebfe7,xclick,Orange,1,0.241875,0.27875,0.31255900000000003,0.34749800000000003,0,0,0,0,0,13934884392_005cc4c92a_o.jpg,Orange/13934884392_005cc4c92a_o_55.jpg
000d1976fc8ebfe7,xclick,Orange,1,0.244375,0.27125,0.281398,0.294618,0,0,0,0,0,13934884392_005cc4c92a_o.jpg,Orange/13934884392_005cc4c92a_o_56.jpg
000d1976fc8ebfe7,xclick,Orange,1,0.253125,0.291875,0.423041,0.480642,0,0,0,0,0,13934884392_005cc4c92a_o.jpg,Orange/13934884392_005cc4c92a_o_57.jpg
000d1976fc8ebfe7,xclick,Orange,1,0.2675,0.31875,0.677998,0.753541,0,0,0,0,0,13934884392_005cc4c92a_o.jpg,Orange/13934884392_005cc4c92a_o_58.jpg
000d1976fc8ebfe7,xclick,Orange,1,0.26875,0.305625,0.556185,0.608121,0,0,0,0,0,13934884392_005cc4c92a_o.jpg,Orange/13934884392_005cc4c92a_o_59.jpg
000d1976fc8ebfe7,xclick,Orange,1,0.27125,0.305625,0.443815,0.539188,0,0,0,0,0,13934884392_005cc4c92a_o.jpg,Orange/13934884392_005cc4c92a_o_60.jpg
000d1976fc8ebfe7,xclick,Orange,1,0.2725,0.32125,0.8404149999999999,0.945231,0,0,0,0,0,13934884392_005cc4c92a_o.jpg,Orange/13934884392_005cc4c92a_o_61.jpg
000d1976fc8ebfe7,xclick,Orange,1,0.284375,0.32875,0.31067,0.368272,0,0,0,0,0,13934884392_005cc4c92a_o.jpg,Orange/13934884392_005cc4c92a_o_62.jpg
000d1976fc8ebfe7,xclick,Orange,1,0.286875,0.334375,0.608121,0.6723319999999999,0,0,0,0,0,13934884392_005cc4c92a_o.jpg,Orange/13934884392_005cc4c92a_o_63.jpg
000d1976fc8ebfe7,xclick,Orange,1,0.291875,0.356875,0.771483,0.8621340000000001,0,0,0,0,0,13934884392_005cc4c92a_o.jpg,Orange/13934884392_005cc4c92a_o_64.jpg
000d1976fc8ebfe7,xclick,Orange,1,0.294375,0.336875,0.432483,0.4617560000000001,0,0,0,0,0,13934884392_005cc4c92a_o.jpg,Orange/13934884392_005cc4c92a_o_65.jpg
000d1976fc8ebfe7,xclick,Orange,1,0.305625,0.36375,0.353163,0.410765,0,0,0,0,0,13934884392_005cc4c92a_o.jpg,Orange/13934884392_005cc4c92a_o_66.jpg
000d1976fc8ebfe7,xclick,Orange,1,0.3225,0.365,0.561851,0.6118979999999999,0,0,0,0,0,13934884392_005cc4c92a_o.jpg,Orange/13934884392_005cc4c92a_o_67.jpg
000d1976fc8ebfe7,xclick,Orange,1,0.3225,0.37125,0.480642,0.567517,0,0,0,0,0,13934884392_005cc4c92a_o.jpg,Orange/13934884392_005cc4c92a_o_68.jpg
000d1976fc8ebfe7,xclick,Orange,1,0.3225,0.38,0.681775,0.759207,0,0,0,0,0,13934884392_005cc4c92a_o.jpg,Orange/13934884392_005cc4c92a_o_69.jpg
000d1976fc8ebfe7,xclick,Orange,1,0.325,0.38375,0.8470260000000001,0.915958,0,0,0,0,0,13934884392_005cc4c92a_o.jpg,Orange/13934884392_005cc4c92a_o_70.jpg
000d1976fc8ebfe7,xclick,Orange,1,0.334375,0.38375,0.31067,0.368272,0,0,0,0,0,13934884392_005cc4c92a_o.jpg,Orange/13934884392_005cc4c92a_o_71.jpg
000d1976fc8ebfe7,xclick,Orange,1,0.341875,0.386875,0.614731,0.677998,0,0,0,0,0,13934884392_005cc4c92a_o.jpg,Orange/13934884392_005cc4c92a_o_72.jpg
000d1976fc8ebfe7,xclick,Orange,1,0.344375,0.386875,0.414542,0.474976,0,0,0,0,0,13934884392_005cc4c92a_o.jpg,Orange/13934884392_005cc4c92a_o_73.jpg
000d1976fc8ebfe7,xclick,Orange,1,0.351875,0.405625,0.7516520000000001,0.8441930000000001,0,0,0,0,0,13934884392_005cc4c92a_o.jpg,Orange/13934884392_005cc4c92a_o_74.jpg
000d1976fc8ebfe7,xclick,Orange,1,0.36375,0.395625,0.358829,0.414542,0,0,0,0,0,13934884392_005cc4c92a_o.jpg,Orange/13934884392_005cc4c92a_o_75.jpg
000d1976fc8ebfe7,xclick,Orange,1,0.3725,0.403125,0.550519,0.6118979999999999,0,0,0,0,0,13934884392_005cc4c92a_o.jpg,Orange/13934884392_005cc4c92a_o_76.jpg
000d1976fc8ebfe7,xclick,Orange,1,0.37625,0.4225,0.6723319999999999,0.747875,0,0,0,0,0,13934884392_005cc4c92a_o.jpg,Orange/13934884392_005cc4c92a_o_77.jpg
000d1976fc8ebfe7,xclick,Orange,1,0.3825,0.4325,0.403211,0.474976,0,0,0,0,0,13934884392_005cc4c92a_o.jpg,Orange/13934884392_005cc4c92a_o_78.jpg
000d1976fc8ebfe7,xclick,Orange,1,0.384375,0.44125,0.600567,0.699717,0,0,0,0,0,13934884392_005cc4c92a_o.jpg,Orange/13934884392_005cc4c92a_o_79.jpg
000d1976fc8ebfe7,xclick,Orange,1,0.388125,0.4325,0.31067,0.356941,0,0,0,0,0,13934884392_005cc4c92a_o.jpg,Orange/13934884392_005cc4c92a_o_80.jpg
000d1976fc8ebfe7,xclick,Orange,1,0.409375,0.444375,0.495751,0.561851,0,0,0,0,0,13934884392_005cc4c92a_o.jpg,Orange/13934884392_005cc4c92a_o_81.jpg
000d1976fc8ebfe7,xclick,Orange,1,0.41125,0.449375,0.353163,0.438149,0,0,0,0,0,13934884392_005cc4c92a_o.jpg,Orange/13934884392_005cc4c92a_o_82.jpg
000d1976fc8ebfe7,xclick,Orange,1,0.4225,0.451875,0.67611,0.707271,0,0,0,0,0,13934884392_005cc4c92a_o.jpg,Orange/13934884392_005cc4c92a_o_83.jpg
000d1976fc8ebfe7,xclick,Orange,1,0.42625,0.46875,0.554296,0.626062,0,0,0,0,0,13934884392_005cc4c92a_o.jpg,Orange/13934884392_005cc4c92a_o_84.jpg
000d1976fc8ebfe7,xclick,Orange,1,0.436875,0.47875,0.397545,0.449481,0,0,0,0,0,13934884392_005cc4c92a_o.jpg,Orange/13934884392_005cc4c92a_o_85.jpg
000d1976fc8ebfe7,xclick,Orange,1,0.448125,0.494375,0.606232,0.664778,0,0,0,0,0,13934884392_005cc4c92a_o.jpg,Orange/13934884392_005cc4c92a_o_86.jpg
000d1976fc8ebfe7,xclick,Orange,1,0.449375,0.491875,0.509915,0.573182,0,0,0,0,0,13934884392_005cc4c92a_o.jpg,Orange/13934884392_005cc4c92a_o_87.jpg
000d1976fc8ebfe7,xclick,Orange,1,0.48,0.506875,0.556185,0.631728,0,0,0,0,0,13934884392_005cc4c92a_o.jpg,Orange/13934884392_005cc4c92a_o_88.jpg
000d1976fc8ebfe7,xclick,Orange,1,0.748125,0.79125,0.443815,0.4900850000000001,0,0,0,0,0,13934884392_005cc4c92a_o.jpg,Orange/13934884392_005cc4c92a_o_89.jpg
000d1976fc8ebfe7,xclick,Orange,1,0.756875,0.7875,0.491974,0.5486310000000001,0,0,0,0,0,13934884392_005cc4c92a_o.jpg,Orange/13934884392_005cc4c92a_o_90.jpg
000d1976fc8ebfe7,xclick,Orange,1,0.766875,0.806875,0.5269119999999999,0.579792,0,0,0,0,0,13934884392_005cc4c92a_o.jpg,Orange/13934884392_005cc4c92a_o_91.jpg
000d1976fc8ebfe7,xclick,Orange,1,0.78375,0.82125,0.4900850000000001,0.532578,0,0,0,0,0,13934884392_005cc4c92a_o.jpg,Orange/13934884392_005cc4c92a_o_92.jpg
000d1976fc8ebfe7,xclick,Orange,1,0.798125,0.83625,0.440038,0.498584,0,0,0,0,0,13934884392_005cc4c92a_o.jpg,Orange/13934884392_005cc4c92a_o_93.jpg
000d1976fc8ebfe7,xclick,Orange,1,0.798125,0.83625,0.573182,0.614731,0,0,0,0,0,13934884392_005cc4c92a_o.jpg,Orange/13934884392_005cc4c92a_o_94.jpg
000d1976fc8ebfe7,xclick,Orange,1,0.806875,0.84,0.5269119999999999,0.596789,0,0,0,0,0,13934884392_005cc4c92a_o.jpg,Orange/13934884392_005cc4c92a_o_95.jpg
000d1976fc8ebfe7,xclick,Orange,1,0.83,0.875,0.5429649999999999,0.579792,0,0,0,0,0,13934884392_005cc4c92a_o.jpg,Orange/13934884392_005cc4c92a_o_96.jpg
000d1976fc8ebfe7,xclick,Orange,1,0.83375,0.855625,0.509915,0.550519,0,0,0,0,0,13934884392_005cc4c92a_o.jpg,Orange/13934884392_005cc4c92a_o_97.jpg
000d1976fc8ebfe7,xclick,Orange,1,0.83625,0.87125,0.577904,0.620397,0,0,0,0,0,13934884392_005cc4c92a_o.jpg,Orange/13934884392_005cc4c92a_o_98.jpg
000d1976fc8ebfe7,xclick,Orange,1,0.84,0.866875,0.463645,0.5250239999999999,0,0,0,0,0,13934884392_005cc4c92a_o.jpg,Orange/13934884392_005cc4c92a_o_99.jpg
000d1976fc8ebfe7,xclick,Grapefruit,1,0.0,0.869375,0.0,0.991501,1,1,1,0,0,13934884392_005cc4c92a_o.jpg,Grapefruit/13934884392_005cc4c92a_o_100.jpg
000d1976fc8ebfe7,xclick,Grapefruit,1,0.23375,0.298125,0.785647,0.879131,1,0,0,0,0,13934884392_005cc4c92a_o.jpg,Grapefruit/13934884392_005cc4c92a_o_101.jpg
000d9c59687b509b,xclick,Apple,1,0.0,0.378125,0.0,0.379167,1,1,1,0,0,524930675_5975fb4ca5_o.jpg,Apple/524930675_5975fb4ca5_o_102.jpg
000d9c59687b509b,xclick,Apple,1,0.28,0.8725,0.379167,0.865,1,0,1,0,0,524930675_5975fb4ca5_o.jpg,Apple/524930675_5975fb4ca5_o_103.jpg
000d9c59687b509b,xclick,Apple,1,0.346875,0.385625,0.483333,0.535833,1,0,0,0,0,524930675_5975fb4ca5_o.jpg,Apple/524930675_5975fb4ca5_o_104.jpg
001172cb8dbdb0d6,activemil,Orange,1,0.04625,0.28375,0.380997,0.752587,-1,-1,-1,-1,-1,3929270510_5164ec7d79_o.jpg,Orange/3929270510_5164ec7d79_o_105.jpg
00149fd0a01cc623,xclick,Lemon,1,0.581875,0.878125,0.117261,0.545966,0,0,0,0,0,12701309674_9d9c3c00e3_o.jpg,Lemon/12701309674_9d9c3c00e3_o_106.jpg
00149fd0a01cc623,xclick,Orange,1,0.57875,0.87625,0.10788,0.534709,0,0,0,0,0,12701309674_9d9c3c00e3_o.jpg,Orange/12701309674_9d9c3c00e3_o_107.jpg
00149fd0a01cc623,xclick,Grapefruit,1,0.585625,0.875625,0.105066,0.547842,1,0,0,0,0,12701309674_9d9c3c00e3_o.jpg,Grapefruit/12701309674_9d9c3c00e3_o_108.jpg
00164cfbc5281399,xclick,Strawberry,1,0.0,0.098499,0.37,0.465625,1,1,0,0,0,10037050125_c34fed0a9a_o.jpg,Strawberry/10037050125_c34fed0a9a_o_109.jpg
00164cfbc5281399,xclick,Strawberry,1,0.000938,0.090994,0.2675,0.371875,1,1,0,0,0,10037050125_c34fed0a9a_o.jpg,Strawberry/10037050125_c34fed0a9a_o_110.jpg
00164cfbc5281399,xclick,Strawberry,1,0.02439,0.16228900000000002,0.2075,0.31,1,0,0,0,0,10037050125_c34fed0a9a_o.jpg,Strawberry/10037050125_c34fed0a9a_o_111.jpg
00164cfbc5281399,xclick,Strawberry,1,0.060038,0.249531,0.298125,0.42125,1,0,0,0,0,10037050125_c34fed0a9a_o.jpg,Strawberry/10037050125_c34fed0a9a_o_112.jpg
00164cfbc5281399,xclick,Strawberry,1,0.108818,0.30487800000000004,0.203125,0.29625,1,0,0,0,0,10037050125_c34fed0a9a_o.jpg,Strawberry/10037050125_c34fed0a9a_o_113.jpg
00164cfbc5281399,xclick,Strawberry,1,0.255159,0.4493430000000001,0.2625,0.368125,1,0,0,0,0,10037050125_c34fed0a9a_o.jpg,Strawberry/10037050125_c34fed0a9a_o_114.jpg
00164cfbc5281399,xclick,Strawberry,1,0.283302,0.437148,0.166875,0.264375,1,0,0,0,0,10037050125_c34fed0a9a_o.jpg,Strawberry/10037050125_c34fed0a9a_o_115.jpg
0017b589596ae81d,xclick,Strawberry,1,0.424375,0.44125,0.8422879999999999,0.8682840000000001,1,0,0,0,0,7778363540_613e7fac01_o.jpg,Strawberry/7778363540_613e7fac01_o_116.jpg
0017b589596ae81d,xclick,Strawberry,1,0.44125,0.4575,0.8440209999999999,0.859619,1,0,0,0,0,7778363540_613e7fac01_o.jpg,Strawberry/7778363540_613e7fac01_o_117.jpg
0017b589596ae81d,xclick,Strawberry,1,0.573125,0.71375,0.632582,0.739168,1,0,1,0,0,7778363540_613e7fac01_o.jpg,Strawberry/7778363540_613e7fac01_o_118.jpg
0017b589596ae81d,xclick,Strawberry,1,0.6175,0.63625,0.7946270000000001,0.810225,1,0,0,0,0,7778363540_613e7fac01_o.jpg,Strawberry/7778363540_613e7fac01_o_119.jpg
0017b589596ae81d,xclick,Strawberry,1,0.630625,0.6525,0.8171579999999999,0.8665510000000001,1,0,0,0,0,7778363540_613e7fac01_o.jpg,Strawberry/7778363540_613e7fac01_o_120.jpg
0017b589596ae81d,xclick,Strawberry,1,0.6475,0.679375,0.779896,0.820624,1,0,0,0,0,7778363540_613e7fac01_o.jpg,Strawberry/7778363540_613e7fac01_o_121.jpg
0017b589596ae81d,xclick,Strawberry,1,0.686875,0.71,0.8327559999999999,0.877816,1,0,0,0,0,7778363540_613e7fac01_o.jpg,Strawberry/7778363540_613e7fac01_o_122.jpg
0017b589596ae81d,xclick,Strawberry,1,0.70875,0.725625,0.8474870000000001,0.870017,1,0,0,0,0,7778363540_613e7fac01_o.jpg,Strawberry/7778363540_613e7fac01_o_123.jpg
0017b589596ae81d,xclick,Strawberry,1,0.71,0.726875,0.808492,0.8405549999999999,1,0,0,0,0,7778363540_613e7fac01_o.jpg,Strawberry/7778363540_613e7fac01_o_124.jpg
0018c49a9ed3c640,xclick,Apple,1,0.144375,0.52,0.0,0.229539,1,1,1,0,0,21348637883_d353502f67_o.jpg,Apple/21348637883_d353502f67_o_125.jpg
0018c49a9ed3c640,xclick,Apple,1,0.17375,0.83125,0.400753,0.929445,1,0,1,0,0,21348637883_d353502f67_o.jpg,Apple/21348637883_d353502f67_o_126.jpg
0018c49a9ed3c640,xclick,Apple,1,0.538125,0.676875,0.481656,0.66604,1,0,0,0,0,21348637883_d353502f67_o.jpg,Apple/21348637883_d353502f67_o_127.jpg
0018c5388922350a,xclick,Apple,1,0.725625,0.835,0.417367,0.5770310000000001,1,0,0,0,0,6079173255_cf10f91054_o.jpg,Apple/6079173255_cf10f91054_o_128.jpg
001f87dabc46da27,xclick,Strawberry,1,0.539229,0.56516,0.34,0.5,1,0,0,0,0,496045529_4709583652_o.jpg,Strawberry/496045529_4709583652_o_130.jpg
001f87dabc46da27,xclick,Strawberry,1,0.541888,0.586436,0.483,0.7070000000000001,1,0,0,0,0,496045529_4709583652_o.jpg,Strawberry/496045529_4709583652_o_131.jpg
001f87dabc46da27,xclick,Strawberry,1,0.56516,0.601064,0.255,0.435,1,0,0,0,0,496045529_4709583652_o.jpg,Strawberry/496045529_4709583652_o_132.jpg
0022d08b808c7af6,xclick,Tomato,1,0.0,0.01,0.713478,0.746466,1,1,0,0,0,2933645598_59579b204c_o.jpg,Tomato/2933645598_59579b204c_o_133.jpg
0022d08b808c7af6,xclick,Tomato,1,0.0,0.01125,0.901037,0.93214,1,1,0,0,0,2933645598_59579b204c_o.jpg,Tomato/2933645598_59579b204c_o_134.jpg
0022d08b808c7af6,xclick,Tomato,1,0.0,0.02,0.783223,0.8491989999999999,1,1,0,0,0,2933645598_59579b204c_o.jpg,Tomato/2933645598_59579b204c_o_135.jpg
0022d08b808c7af6,xclick,Tomato,1,0.0,0.033125,0.735156,0.810556,1,1,0,0,0,2933645598_59579b204c_o.jpg,Tomato/2933645598_59579b204c_o_136.jpg
0022d08b808c7af6,xclick,Tomato,1,0.0,0.035625,0.8473139999999999,0.914232,1,1,0,0,0,2933645598_59579b204c_o.jpg,Tomato/2933645598_59579b204c_o_137.jpg
0022d08b808c7af6,xclick,Tomato,1,0.0,0.1125,0.715363,0.949105,0,1,1,0,0,2933645598_59579b204c_o.jpg,Tomato/2933645598_59579b204c_o_138.jpg
0022d08b808c7af6,xclick,Tomato,1,0.005,0.036875,0.794533,0.8642790000000001,1,1,0,0,0,2933645598_59579b204c_o.jpg,Tomato/2933645598_59579b204c_o_139.jpg
0022d08b808c7af6,xclick,Tomato,1,0.028125,0.070625,0.775683,0.839774,1,0,0,0,0,2933645598_59579b204c_o.jpg,Tomato/2933645598_59579b204c_o_140.jpg
0022d08b808c7af6,xclick,Tomato,1,0.030625,0.05125,0.8623940000000001,0.897267,1,0,0,0,0,2933645598_59579b204c_o.jpg,Tomato/2933645598_59579b204c_o_141.jpg
0022d08b808c7af6,xclick,Tomato,1,0.06875,0.091875,0.785108,0.8473139999999999,1,0,0,0,0,2933645598_59579b204c_o.jpg,Tomato/2933645598_59579b204c_o_142.jpg
0022d08b808c7af6,xclick,Tomato,1,0.090625,0.1125,0.818096,0.8435440000000001,1,0,0,0,0,2933645598_59579b204c_o.jpg,Tomato/2933645598_59579b204c_o_143.jpg
